,algorithm,tolerance1,T,x0,xmin,fmin,iterations,time
19312,Newton-CG,100000.0,100.0,[-1.59 -4.09  1.93  1.19],[ 0.05 -4.07  1.93  1.19],863942223.55,1,0.0002086162567138672
19313,Newton-CG,1000000.0,0.01,[ 0.77 -1.7  -1.27 -2.77],[ 0.02 -1.71 -1.27 -2.77],162456362.24,1,0.00020766258239746094
19314,Newton-CG,1000000.0,0.1,[ 1.02 -2.82 -2.31 -0.28],[ 0.03 -2.84 -2.31 -0.28],451600603.64,1,0.00020647048950195312
19315,Newton-CG,1000000.0,1.0,[ 1.94  3.68 -2.85 -4.68],[-0.04  3.65 -2.85 -4.68],692448518.32,1,0.00020694732666015625
19316,Newton-CG,1000000.0,10.0,[ 1.46 -3.74 -2.75 -0.55],[ 0.04 -3.76 -2.75 -0.55],791572973.11,1,0.0002079010009765625
19317,Newton-CG,1000000.0,30.0,[ 1.08  4.98  3.28 -4.39],[-0.06  4.97  3.28 -4.39],1390691722.33,1,0.0002052783966064453
19318,Newton-CG,1000000.0,50.0,[ 2.49  0.22  3.45 -0.73],[-0.    0.19  3.45 -0.73],5020668.73,1,0.00020766258239746094
19319,Newton-CG,1000000.0,100.0,[-3.03 -4.28  1.02 -4.59],[ 0.05 -4.24  1.02 -4.59],954006781.26,1,0.00020503997802734375
19320,trust-ncg,1e-05,0.01,[-3.89 -2.45  1.82  0.53],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0009310245513916016
19321,trust-ncg,1e-05,0.1,[-4.66  1.08  2.64 -3.2 ],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0013835430145263672
19322,trust-ncg,1e-05,1.0,[ 4.48  2.55 -4.57  3.8 ],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0015208721160888672
19323,trust-ncg,1e-05,10.0,[ 0.53 -3.41  3.72 -0.93],[ 0.   -0.02  0.26  3.94],2455.19,12,0.001611471176147461
19324,trust-ncg,1e-05,30.0,[-1.15  0.78 -0.51  1.92],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007834434509277344
19325,trust-ncg,1e-05,50.0,[ 0.62 -3.65  1.83  0.23],[ 0.   -0.02  0.26  3.94],2455.19,38,0.0027489662170410156
19326,trust-ncg,1e-05,100.0,[-3.79  4.3  -3.8   3.25],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0013580322265625
19327,trust-ncg,0.0001,0.01,[ 0.08 -3.13 -3.36  0.89],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0010886192321777344
19328,trust-ncg,0.0001,0.1,[ 0.13  1.2  -4.05 -0.62],[ 0.   -0.02  0.26  3.94],2455.19,13,0.001653909683227539
19329,trust-ncg,0.0001,1.0,[-3.88  4.71  2.56  4.65],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0014941692352294922
19330,trust-ncg,0.0001,10.0,[ 1.08  1.27 -2.39 -3.47],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0017781257629394531
19331,trust-ncg,0.0001,30.0,[-3.49  0.62 -0.36  3.64],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0012712478637695312
19332,trust-ncg,0.0001,50.0,[-1.3   3.71 -0.46  4.7 ],[ 0.   -0.02  0.26  3.94],2455.19,8,0.001180410385131836
19333,trust-ncg,0.0001,100.0,[-1.41  4.89  2.54  4.78],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001378774642944336
19334,trust-ncg,0.001,0.01,[ 0.25  2.95 -4.27 -2.86],[ 0.   -0.02  0.26  3.94],2455.19,11,0.001489400863647461
19335,trust-ncg,0.001,0.1,[-2.24 -2.33  3.94  4.65],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0010759830474853516
19336,trust-ncg,0.001,1.0,[ 1.58  2.84 -3.32 -2.86],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0013804435729980469
19337,trust-ncg,0.001,10.0,[ 2.54 -0.16  3.6   2.4 ],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0010917186737060547
19338,trust-ncg,0.001,30.0,[ 2.81 -0.97 -3.71  3.19],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012192726135253906
19339,trust-ncg,0.001,50.0,[ 1.18  4.81 -2.88 -2.3 ],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0015363693237304688
19340,trust-ncg,0.001,100.0,[-1.95 -3.23  4.86 -4.02],[ 0.   -0.02  0.26  3.94],2455.19,13,0.0016884803771972656
19341,trust-ncg,0.01,0.01,[ 1.56 -1.62  4.52 -3.7 ],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0015780925750732422
19342,trust-ncg,0.01,0.1,[-2.86  0.64 -3.58 -2.23],[ 0.   -0.02  0.26  3.94],2455.19,13,0.0016553401947021484
19343,trust-ncg,0.01,1.0,[ 2.83  2.38 -2.65 -3.88],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0013325214385986328
19344,trust-ncg,0.01,10.0,[ 2.09 -3.8   0.43 -3.2 ],[ 0.   -0.02  0.26  3.94],2455.19,12,0.001546621322631836
19345,trust-ncg,0.01,30.0,[-2.25 -4.45 -1.53 -0.25],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012569427490234375
19346,trust-ncg,0.01,50.0,[-2.01 -3.58  1.75  2.34],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0010731220245361328
19347,trust-ncg,0.01,100.0,[4.78 1.6  2.93 0.31],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0008714199066162109
19348,trust-ncg,0.1,0.01,[ 2.78 -3.22  1.35 -0.56],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0013463497161865234
19349,trust-ncg,0.1,0.1,[-1.09 -3.96  3.44 -1.7 ],[ 0.   -0.02  0.26  3.94],2455.19,42,0.003355741500854492
19350,trust-ncg,0.1,1.0,[ 4.58 -3.75 -0.16 -1.73],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001829385757446289
19351,trust-ncg,0.1,10.0,[-4.28  3.6   0.06 -0.33],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0016224384307861328
19352,trust-ncg,0.1,30.0,[ 2.42 -0.71  4.14  2.8 ],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012078285217285156
19353,trust-ncg,0.1,50.0,[1.19 4.29 0.52 1.11],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0009644031524658203
19354,trust-ncg,0.1,100.0,[ 2.38  3.85  4.51 -2.96],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0014634132385253906
19355,trust-ncg,1.0,0.01,[0.21 3.49 4.05 1.64],[ 0.   -0.02  0.26  3.94],2455.19,38,0.0028336048126220703
19356,trust-ncg,1.0,0.1,[ 0.47 -4.8   2.8   4.34],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0010552406311035156
19357,trust-ncg,1.0,1.0,[0.47 2.97 0.88 0.86],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012531280517578125
19358,trust-ncg,1.0,10.0,[2.65 3.32 3.05 4.91],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011153221130371094
19359,trust-ncg,1.0,30.0,[ 2.39 -0.23  0.02 -4.33],[ 0.   -0.02  0.26  3.94],2455.19,11,0.002234935760498047
19360,trust-ncg,1.0,50.0,[ 3.99 -1.98 -3.98  4.28],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0019488334655761719
19361,trust-ncg,1.0,100.0,[ 4.27 -0.18  3.73 -0.02],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0014705657958984375
19362,trust-ncg,10.0,0.01,[ 0.2   0.47  3.37 -4.59],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0016322135925292969
19363,trust-ncg,10.0,0.1,[ 2.41  4.45  1.99 -0.8 ],[ 0.   -0.02  0.33  3.11],2458.92,10,0.0013301372528076172
19364,trust-ncg,10.0,1.0,[ 0.32 -2.9   4.27 -0.12],[ 0.   -0.02  0.29  3.6 ],2455.81,12,0.0014901161193847656
19365,trust-ncg,10.0,10.0,[-1.38  1.43 -3.04 -3.69],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0015871524810791016
19366,trust-ncg,10.0,30.0,[-3.19  0.68 -3.38 -1.85],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001210927963256836
19367,trust-ncg,10.0,50.0,[-1.06  0.17  1.59 -3.95],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0018267631530761719
19368,trust-ncg,10.0,100.0,[-0.2   3.28  0.55  0.69],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0016522407531738281
19369,trust-ncg,100.0,0.01,[ 3.52  4.04  4.93 -3.14],[ 0.   -0.03  0.82 -3.43],2743.82,7,0.0013127326965332031
19370,trust-ncg,100.0,0.1,[ 0.43 -1.68  4.19  4.23],[ 0.   -0.02  0.26  3.93],2455.19,8,0.0010585784912109375
19371,trust-ncg,100.0,1.0,[ 4.51 -3.4  -3.02 -2.24],[ 0.   -0.03  0.71 -1.96],2640.0,5,0.0007257461547851562
19372,trust-ncg,100.0,10.0,[ 4.12 -3.87  0.95  2.4 ],[ 0.   -0.03  0.38  2.35],2468.65,6,0.0007958412170410156
19373,trust-ncg,100.0,30.0,[ 1.55  0.14  3.36 -2.23],[ 0.   -0.03  0.74 -2.41],2669.8,8,0.0010044574737548828
19374,trust-ncg,100.0,50.0,[4.57 0.38 0.99 3.02],[ 0.   -0.02  0.34  2.97],2460.2,6,0.0007956027984619141
19375,trust-ncg,100.0,100.0,[ 0.2  -0.34 -4.22 -2.43],[ 0.   -0.03  0.71 -2.04],2645.63,8,0.0011110305786132812
19376,trust-ncg,1000.0,0.01,[-1.33  2.65 -2.32  4.52],[ 0.   -0.02  0.2   4.71],2458.3,6,0.0008003711700439453
19377,trust-ncg,1000.0,0.1,[-0.25 -1.7   3.46 -1.17],[ 0.   -0.03  0.66 -1.37],2605.17,8,0.0010342597961425781
19378,trust-ncg,1000.0,1.0,[ 3.63 -4.15  3.6  -2.95],[ 0.   -0.03  0.8  -3.15],2722.82,7,0.0009148120880126953
19379,trust-ncg,1000.0,10.0,[-4.45 -1.67  3.63  1.55],[ 0.   -0.03  0.46  1.32],2491.85,5,0.0007109642028808594
19380,trust-ncg,1000.0,30.0,[4.   0.51 1.26 3.34],[ 0.   -0.02  0.31  3.27],2457.6,5,0.0007252693176269531
19381,trust-ncg,1000.0,50.0,[-4.78 -0.27  3.72 -3.02],[ 0.   -0.03  0.8  -3.23],2728.17,6,0.0007824897766113281
19382,trust-ncg,1000.0,100.0,[ 0.24 -4.17  2.5  -1.71],[ 0.   -0.03  0.7  -1.85],2633.35,7,0.0009205341339111328
19383,trust-ncg,10000.0,0.01,[-3.34 -1.27 -4.49 -2.85],[ 0.    0.   -0.46 -2.54],7488.67,7,0.0009319782257080078
19384,trust-ncg,10000.0,0.1,[-0.58 -1.92 -4.79 -3.5 ],[ 0.   -0.03  0.79 -3.07],2716.29,8,0.0012710094451904297
19385,trust-ncg,10000.0,1.0,[ 3.69  2.59  4.01 -0.12],[ 0.   -0.03  0.59 -0.37],2553.89,5,0.0012578964233398438
19386,trust-ncg,10000.0,10.0,[ 3.36 -1.29  4.77 -4.6 ],[ 0.   -0.04  0.93 -4.88],2868.32,5,0.0010609626770019531
19387,trust-ncg,10000.0,30.0,[ 0.57  3.74 -1.46 -3.86],[ 0.   -0.03  0.84 -3.67],2763.24,7,0.0009417533874511719
19388,trust-ncg,10000.0,50.0,[-0.9  -4.48  4.96 -1.34],[ 0.   -0.04  1.1  -1.63],3191.91,6,0.0008139610290527344
19389,trust-ncg,10000.0,100.0,[-1.98  1.87 -2.72  1.82],[ 0.    0.01 -0.78  1.97],7086.77,6,0.0007917881011962891
19390,trust-ncg,100000.0,0.01,[ 0.15  2.92  2.72 -4.4 ],[ 0.   -0.09  2.63 -4.4 ],12697.04,6,0.0007679462432861328
19391,trust-ncg,100000.0,0.1,[ 2.67 -0.36 -4.85 -1.39],[-0.    0.13 -4.83 -1.39],101212.73,4,0.0005209445953369141
19392,trust-ncg,100000.0,1.0,[-1.93 -2.38 -1.38 -2.05],[ 0.    0.03 -1.31 -2.05],15994.01,5,0.0006475448608398438
19393,trust-ncg,100000.0,10.0,[ 2.27  0.2   0.62 -4.64],[ 0.   -0.03  0.61 -4.64],3137.37,4,0.0005214214324951172
19394,trust-ncg,100000.0,30.0,[ 2.67 -0.33 -1.52  2.37],[ 0.    0.03 -1.51  2.37],14175.47,4,0.0005223751068115234
19395,trust-ncg,100000.0,50.0,[-2.54  1.1  -2.08 -3.42],[ 0.    0.05 -2.12 -3.42],30828.74,3,0.00044727325439453125
19396,trust-ncg,100000.0,100.0,[ 1.46 -1.42  0.42  3.16],[ 0.   -0.03  0.46  3.17],2524.49,3,0.000457763671875
19397,trust-ncg,1000000.0,0.01,[ 2.05 -2.45  2.82  2.69],[ 0.   -0.1   2.89  2.7 ],23399.32,5,0.0006499290466308594
19398,trust-ncg,1000000.0,0.1,[-0.76 -4.54 -2.95 -2.78],[ 0.    0.07 -2.81 -2.78],44525.85,4,0.0005791187286376953
19399,trust-ncg,1000000.0,1.0,[-1.22  0.21  4.54 -0.91],[ 0.   -0.15  4.53 -0.91],52292.36,3,0.00044918060302734375
19400,trust-ncg,1000000.0,10.0,[-2.75 -0.12  1.53  4.58],[ 0.   -0.06  1.53  4.58],8129.95,3,0.0004260540008544922
19401,trust-ncg,1000000.0,30.0,[ 3.66  0.36 -4.05  1.45],[ 0.    0.11 -4.05  1.45],68693.39,5,0.0006296634674072266
19402,trust-ncg,1000000.0,50.0,[ 2.16 -4.91 -3.87 -0.16],[ 0.    0.1  -3.72 -0.15],62655.25,5,0.0006494522094726562
19403,trust-ncg,1000000.0,100.0,[-1.34  2.1  -2.74 -4.66],[ 0.    0.07 -2.8  -4.67],47736.28,5,0.000652313232421875
19404,Nelder-mead,1e-05,0.01,[ 0.38  3.15  0.89 -2.5 ],[ 0.   -0.04  0.94 -4.52],2841.34,476,0.021376848220825195
19405,Nelder-mead,1e-05,0.1,[-2.51 -2.31 -4.14  0.25],[ 0.   -0.03  0.47  1.24],2493.98,441,0.02175307273864746
19406,Nelder-mead,1e-05,1.0,[-2.97 -0.51 -1.78 -0.33],[ 0.   -0.03  0.59 -0.44],2557.49,429,0.02155900001525879
19407,Nelder-mead,1e-05,10.0,[ 2.37  1.65 -0.67 -3.76],[  0.    -0.05   1.79 -19.45],5554.64,429,0.01991128921508789
19408,Nelder-mead,1e-05,30.0,[ 0.7  -0.39  4.8   4.76],[ 0.000e+00 -1.000e-02 -6.500e-01  1.669e+01],3324.69,471,0.02146601676940918
19409,Nelder-mead,1e-05,50.0,[0.96 1.05 1.78 1.29],[ 0.   -0.02  0.26  3.93],2455.19,401,0.018621206283569336
19410,Nelder-mead,1e-05,100.0,[-2.67 -2.4  -3.77  3.21],[ 0.000e+00  2.000e-02 -1.880e+00  3.049e+01],6258.38,476,0.02127814292907715
19411,Nelder-mead,0.0001,0.01,[-0.11 -2.29  4.9   3.13],[ 0.00e+00 -1.00e-02 -5.80e-01  1.55e+01],3183.92,477,0.022228717803955078
19412,Nelder-mead,0.0001,0.1,[-1.17 -1.57  4.68 -3.67],[ 0.   -0.03  0.75 -2.89],2704.97,422,0.01985454559326172
19413,Nelder-mead,0.0001,1.0,[-0.07 -2.23  0.22  2.34],[ 0.   -0.03  0.47  2.39],2502.67,482,0.021511316299438477
19414,Nelder-mead,0.0001,10.0,[-4.74 -0.25  3.09 -2.69],[ 0.   -0.04  1.09 -6.91],3080.99,441,0.02017068862915039
19415,Nelder-mead,0.0001,30.0,[ 1.   -4.64  2.39  1.54],[ 0.   -0.02  0.15  5.46],2467.42,383,0.019247770309448242
19416,Nelder-mead,0.0001,50.0,[-3.89 -3.77 -4.8   2.74],[  0.    -0.06   2.18 -22.49],6186.53,463,0.021620512008666992
19417,Nelder-mead,0.0001,100.0,[ 4.38 -3.81 -3.98 -4.52],[  0.    -0.06   2.01 -19.67],5420.78,452,0.02088165283203125
19418,Nelder-mead,0.001,0.01,[ 2.15 -4.5  -2.59  0.64],[ 0.   -0.03  0.41  2.04],2474.38,423,0.019564151763916016
19419,Nelder-mead,0.001,0.1,[-1.75 -4.6  -1.81  4.29],[ 0.   -0.02 -0.08  8.45],2563.28,412,0.019157886505126953
19420,Nelder-mead,0.001,1.0,[ 1.84  1.81 -4.51 -3.01],[ 0.   -0.04  1.17 -8.23],3243.06,474,0.02079486846923828
19421,Nelder-mead,0.001,10.0,[-4.08  4.91 -0.69  2.02],[ 0.   -0.02  0.1   6.  ],2477.84,457,0.020719051361083984
19422,Nelder-mead,0.001,30.0,[-3.1   3.02 -4.83  3.62],[ 0.   -0.02  0.48 -2.99],3010.09,461,0.020502567291259766
19423,Nelder-mead,0.001,50.0,[-2.12  3.08  3.2   0.43],[ 0.   -0.03  0.43  1.69],2482.11,411,0.01836371421813965
19424,Nelder-mead,0.001,100.0,[-0.06  4.3  -2.02  4.58],[ 0.   -0.02  0.26  3.94],2455.19,467,0.02049565315246582
19425,Nelder-mead,0.01,0.01,[-4.24  3.56 -3.12 -1.06],[ 0.   -0.03  0.81 -3.34],2737.38,417,0.01873636245727539
19426,Nelder-mead,0.01,0.1,[ 4.91 -2.03  0.66 -1.71],[ 0.   -0.04  1.06 -6.98],3091.15,459,0.020734071731567383
19427,Nelder-mead,0.01,1.0,[-2.4  -3.53  1.98  0.48],[ 0.   -0.03  0.49  0.98],2501.84,408,0.018429040908813477
19428,Nelder-mead,0.01,10.0,[-3.17  3.79 -0.16  1.63],[ 0.   -0.02 -0.03  7.3 ],2520.35,455,0.020493268966674805
19429,Nelder-mead,0.01,30.0,[ 2.92 -4.63 -3.96  0.66],[ 0.   -0.03  0.71 -2.01],2643.37,415,0.018862009048461914
19430,Nelder-mead,0.01,50.0,[-4.51 -4.45  1.67  4.99],[ 0.000e+00 -1.000e-02 -3.300e-01  1.217e+01],2817.26,451,0.02042675018310547
19431,Nelder-mead,0.01,100.0,[-0.23 -1.28  0.17 -0.85],[ 0.   -0.03  0.48  1.4 ],2491.02,471,0.020821094512939453
19432,Nelder-mead,0.1,0.01,[-3.   -2.28 -4.29  1.12],[ 0.   -0.03  0.78 -3.01],2712.34,463,0.020261764526367188
19433,Nelder-mead,0.1,0.1,[-2.75  2.92 -0.78  2.06],[ 0.   -0.02  0.1   5.94],2476.66,446,0.019936323165893555
19434,Nelder-mead,0.1,1.0,[ 1.1   0.96 -2.67  2.42],[ 0.   -0.02  0.18  4.96],2460.71,419,0.018767356872558594
19435,Nelder-mead,0.1,10.0,[-1.2   3.42  2.62  0.54],[ 0.   -0.02  0.27  3.87],2455.22,388,0.017274856567382812
19436,Nelder-mead,0.1,30.0,[-0.12 -0.49 -3.84  1.52],[ 0.   -0.02  0.31  3.37],2456.97,322,0.01491999626159668
19437,Nelder-mead,0.1,50.0,[ 0.48 -3.89 -2.99  0.13],[ 0.   -0.03  0.58 -0.27],2549.45,399,0.018177032470703125
19438,Nelder-mead,0.1,100.0,[ 2.6  -0.06  0.94  0.6 ],[ 0.   -0.03  0.56  0.08],2534.45,461,0.02023029327392578
19439,Nelder-mead,1.0,0.01,[-0.03 -3.76  1.91  1.4 ],[ 0.   -0.02  0.26  3.94],2455.21,480,0.020449399948120117
19440,Nelder-mead,1.0,0.1,[-3.26  2.86 -1.75 -1.97],[ 0.   -0.03  0.66 -1.18],2594.86,422,0.018967390060424805
19441,Nelder-mead,1.0,1.0,[0.41 4.33 0.78 0.82],[ 0.   -0.03  0.41  2.03],2474.75,351,0.016711711883544922
19442,Nelder-mead,1.0,10.0,[-3.04  1.75 -0.06  0.85],[ 0.   -0.01 -0.14  7.58],2577.66,458,0.023322582244873047
19443,Nelder-mead,1.0,30.0,[-4.7   0.1  -1.84 -0.84],[ 0.   -0.03  0.77 -2.81],2697.53,426,0.02339649200439453
19444,Nelder-mead,1.0,50.0,[-4.4   4.65  1.27 -1.72],[ 0.   -0.04  0.99 -5.13],2899.39,440,0.02405571937561035
19445,Nelder-mead,1.0,100.0,[ 1.28 -2.51  2.32  0.54],[ 0.   -0.03  0.53  0.39],2522.42,403,0.02197575569152832
19446,Nelder-mead,10.0,0.01,[-4.12 -4.98  4.04  0.38],[ 0.   -0.03  0.51  0.64],2513.13,416,0.024137020111083984
19447,Nelder-mead,10.0,0.1,[ 3.4  -1.13 -1.84  2.11],[ 0.   -0.02  0.28  3.67],2455.6,471,0.02733159065246582
19448,Nelder-mead,10.0,1.0,[-2.92 -2.69 -1.38 -0.59],[  0.    -0.04   1.33 -11.09],3667.97,450,0.026379823684692383
19449,Nelder-mead,10.0,10.0,[-4.91 -1.29  1.48 -0.8 ],[ 0.   -0.03  0.71 -1.93],2638.13,412,0.023578405380249023
19450,Nelder-mead,10.0,30.0,[ 2.28  2.61 -4.09  0.16],[ 0.   -0.03  0.53  0.42],2521.13,396,0.023372173309326172
19451,Nelder-mead,10.0,50.0,[-3.61 -0.19 -2.06 -4.69],[ 0.   -0.03  0.83 -3.65],2762.02,433,0.01964092254638672
19452,Nelder-mead,10.0,100.0,[ 4.88 -1.43  3.34  2.88],[ 0.   -0.02 -0.02  7.69],2529.68,454,0.02003192901611328
19453,Nelder-mead,100.0,0.01,[ 4.27 -0.91  4.17  4.77],[ 0.000e+00 -1.000e-02 -5.800e-01  1.551e+01],3167.77,422,0.01886296272277832
19454,Nelder-mead,100.0,0.1,[-4.46 -0.42 -1.51 -4.78],[ 0.   -0.04  1.01 -5.68],2948.53,420,0.019035816192626953
19455,Nelder-mead,100.0,1.0,[ 0.39  4.48 -0.58 -3.97],[  0.    -0.05   1.59 -15.28],4472.97,473,0.020852088928222656
19456,Nelder-mead,100.0,10.0,[-4.27  3.13 -3.09  4.93],[ 0.   -0.03  0.46  1.16],2497.05,466,0.02092266082763672
19457,Nelder-mead,100.0,30.0,[ 2.11 -3.76  0.09  0.63],[ 0.   -0.03  0.58 -1.62],2652.39,460,0.020698070526123047
19458,Nelder-mead,100.0,50.0,[-2.75 -4.7   1.23  0.2 ],[ 0.   -0.03  0.52  0.47],2519.37,407,0.018178224563598633
19459,Nelder-mead,100.0,100.0,[-3.34  1.75 -3.38  0.2 ],[ 0.   -0.03  0.54  0.2 ],2529.77,453,0.020697355270385742
19460,Nelder-mead,1000.0,0.01,[-4.34  3.4  -4.84  2.8 ],[ 0.   -0.02  0.19  4.98],2460.9,455,0.02179551124572754
19461,Nelder-mead,1000.0,0.1,[0.97 3.27 4.98 3.96],[ 0.00e+00 -1.00e-02 -3.40e-01  1.19e+01],2791.2,467,0.02058577537536621
19462,Nelder-mead,1000.0,1.0,[ 4.    0.32  4.26 -1.11],[ 0.   -0.03  0.5   0.77],2508.8,455,0.020188331604003906
19463,Nelder-mead,1000.0,10.0,[ 3.09  4.15 -3.02  4.91],[ 0.000e+00 -1.000e-02 -3.400e-01  1.179e+01],2782.17,418,0.020593881607055664
19464,Nelder-mead,1000.0,30.0,[-4.56 -1.01  2.33 -0.86],[ 0.   -0.03  0.67 -1.49],2612.16,409,0.018935680389404297
19465,Nelder-mead,1000.0,50.0,[ 0.67  4.68 -0.06  4.12],[ 0.   -0.02 -0.05  7.16],2525.3,378,0.01725935935974121
19466,Nelder-mead,1000.0,100.0,[-3.79  0.46  0.45  1.14],[ 0.   -0.02  0.31  3.31],2457.34,454,0.02010369300842285
19467,Nelder-mead,10000.0,0.01,[-4.98  3.68  0.67 -1.01],[ 0.   -0.04  1.09 -0.28],3409.83,242,0.011107206344604492
19468,Nelder-mead,10000.0,0.1,[ 0.28  2.56 -2.92  3.51],[ 0.000e+00 -1.000e-02 -2.300e-01  1.033e+01],2672.84,478,0.020804405212402344
19469,Nelder-mead,10000.0,1.0,[ 3.53  2.59  1.28 -4.63],[  0.    -0.06   2.   -16.77],4831.65,439,0.02021050453186035
19470,Nelder-mead,10000.0,10.0,[ 0.03  2.13 -4.98  1.73],[ 0.   -0.02  0.26  3.94],2455.19,461,0.021039485931396484
19471,Nelder-mead,10000.0,30.0,[-3.36  1.73 -1.65 -4.39],[  0.    -0.06   2.06 -22.07],6136.93,416,0.018965482711791992
19472,Nelder-mead,10000.0,50.0,[-2.55  0.02  4.31  2.16],[ 0.   -0.04  0.95 -5.87],2978.8,431,0.019500732421875
19473,Nelder-mead,10000.0,100.0,[-2.04  4.02 -4.19  4.91],[ 0.000e+00 -1.000e-02 -3.200e-01  1.264e+01],2881.42,462,0.02035045623779297
19474,Nelder-mead,100000.0,0.01,[-4.9   3.56 -4.46  2.93],[ 0.000e+00 -1.000e-02 -3.200e-01  1.163e+01],2768.54,454,0.020430564880371094
19475,Nelder-mead,100000.0,0.1,[-2.85  4.66 -0.22 -0.29],[ 0.   -0.03  0.67 -1.65],2621.65,444,0.020258188247680664
19476,Nelder-mead,100000.0,1.0,[-0.59 -4.51  4.21 -3.45],[ 0.   -0.02  0.29  1.57],2641.03,477,0.020732879638671875
19477,Nelder-mead,100000.0,10.0,[0.66 4.47 2.26 1.28],[ 0.   -0.02  0.26  3.96],2455.19,384,0.017323017120361328
19478,Nelder-mead,100000.0,30.0,[ 4.53 -4.47 -1.88  2.38],[ 0.   -0.03  0.43  1.64],2483.44,461,0.020320653915405273
19479,Nelder-mead,100000.0,50.0,[-0.64 -2.51  2.63  0.54],[ 0.   -0.03  0.53  0.31],2525.4,388,0.017287731170654297
19480,Nelder-mead,100000.0,100.0,[-0.93 -4.59  4.89  1.92],[ 0.   -0.02  0.3   3.42],2456.65,371,0.017050743103027344
19481,Nelder-mead,1000000.0,0.01,[ 2.78 -2.99 -2.37 -4.11],[  0.    -0.05   1.48 -12.52],3895.7,445,0.019775390625
19482,Nelder-mead,1000000.0,0.1,[-0.39 -0.61 -0.18  1.64],[ 0.   -0.02  0.31  3.32],2457.26,405,0.018139362335205078
19483,Nelder-mead,1000000.0,1.0,[ 3.28 -3.22 -3.53  2.16],[ 0.   -0.04  0.97 -5.7 ],2950.27,468,0.020786285400390625
19484,Nelder-mead,1000000.0,10.0,[-2.57  3.32  4.38  3.74],[ 0.   -0.03  0.6  -0.36],2554.06,449,0.020120620727539062
19485,Nelder-mead,1000000.0,30.0,[-2.19  2.91 -4.95 -2.4 ],[ 0.   -0.04  0.99 -5.66],2944.98,432,0.01971602439880371
19486,Nelder-mead,1000000.0,50.0,[ 1.29 -2.47 -2.35  4.37],[ 0.   -0.02  0.09  6.17],2481.75,473,0.020633220672607422
19487,Nelder-mead,1000000.0,100.0,[-4.2   4.7  -2.82 -1.18],[ 0.   -0.03  0.82 -3.49],2748.99,444,0.020128726959228516
19488,Newton-CG,1e-05,0.01,[-4.22  2.07 -1.27 -1.12],[ 0.    0.03 -1.34 -1.12],15385.3,3,0.0005049705505371094
19489,Newton-CG,1e-05,0.1,[ 3.78 -3.54  0.46  3.02],[ 0.   -0.02  0.33  3.01],2459.82,4,0.0006468296051025391
19490,Newton-CG,1e-05,1.0,[ 3.94  1.32  0.52 -1.  ],[ 0.   -0.03  0.48 -1.  ],2661.7,3,0.0004622936248779297
19491,Newton-CG,1e-05,10.0,[-0.37  4.14 -1.55  1.44],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0016055107116699219
19492,Newton-CG,1e-05,30.0,[-0.64 -2.2  -0.67 -3.05],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008268356323242188
19493,Newton-CG,1e-05,50.0,[ 3.27 -3.56  2.46  4.44],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0009822845458984375
19494,Newton-CG,1e-05,100.0,[-0.49  4.94 -3.01  4.8 ],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0017845630645751953
19495,Newton-CG,0.0001,0.01,[-4.69 -4.62  3.95 -1.26],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0009925365447998047
